,Unnamed: 0,Success,Month,Day,Year,Country,DefCity,DefCountry,Latitude,Longitude,StationIDs,MinTemp,MaxTemp,MeanTemp,MinAirTemp,SunDuration,MeanCloudCover,MeanCloudVapor,MeanRelHumid,PrecipHeight,PrecipForm,MeanPressure,SnowDepth
70,70,1,9,2,1942,United Kingdom,Karlsruhe,Germany,49.00689,8.403653,"[1, 70, 71, 72, 91, 93, 150, 161, 174, 191, 202, 211, 257, 259, 268, 273, 330, 348, 355, 377, 390, 450, 458, 460, 474, 480, 502, 535, 576, 594, 598, 599, 601, 603, 604, 606, 634, 685, 706, 710, 727, 736, 755, 757, 766, 771, 772, 773, 793, 829, 881, 917, 918, 919, 920, 927, 931, 953, 964, 979, 998, 1018, 1072, 1073, 1076, 1093, 1102, 1146, 1169, 1197, 1201, 1214, 1224, 1229, 1238, 1239, 1243, 1254, 1255, 1276, 1287, 1327, 1346, 1347, 1372, 1374, 1403, 1411, 1420, 1421, 1424, 1425, 1428, 1440, 1443, 1447, 1467, 1468, 1481, 1490, 1492, 1513, 1526, 1580, 1584, 1593, 1602, 1619, 1621, 1623, 1638, 1639, 1645, 1748, 1863, 1875, 1886, 2000, 2074, 2080, 2081, 2083, 2088, 2092, 2095, 2151, 2158, 2159, 2167, 2171, 2211, 2228, 2244, 2318, 2327, 2331, 2349, 2352, 2362, 2385, 2388, 2406, 2423, 2474, 2477, 2480, 2485, 2486, 2497, 2503, 2522, 2546, 2559, 2575, 2597, 2600, 2601, 2638, 2654, 2657, 2665, 2667, 2677, 2693, 2712, 2713, 2757, 2775, 2790, 2812, 2814, 2843, 2879, 2886, 2949, 2953, 2968, 2996, 3001, 3004, 3007, 3016, 3017, 3018, 3042, 3056, 3062, 3076, 3135, 3137, 3155, 3164, 3167, 3212, 3223, 3231, 3244, 3245, 3246, 3253, 3257, 3265, 3268, 3274, 3278, 3284, 3287, 3291, 3300, 3313, 3319, 3340, 3362, 3402, 3425, 3432, 3442, 3485, 3486, 3490, 3518, 3519, 3527, 3540, 3541, 3545, 3575, 3576, 3590, 3591, 3595, 3603, 3605, 3623, 3658, 3659, 3660, 3671, 3672, 3702, 3705, 3727, 3730, 3734, 3751, 3761, 3776, 3777, 3825, 3836, 3857, 3924, 3925, 3927, 3929, 3939, 4053, 4077, 4094, 4127, 4152, 4157, 4160, 4166, 4169, 4175, 4177, 4189, 4233, 4287, 4294, 4300, 4301, 4323, 4330, 4336, 4339, 4343, 4349, 4350, 4377, 4386, 4390, 4396, 4397, 4411, 4419, 4425, 4429, 4433, 4436, 4474, 4477, 4479, 4480, 4490, 4508, 4517, 4549, 4556, 4557, 4560, 4581, 4582, 4586, 4621, 4649, 4692, 4702, 4703, 4704, 4709, 4719, 4729, 4837, 4881, 4887, 4926, 4927, 4928, 4931, 4933, 4978, 4987, 5029, 5032, 5039, 5047, 5049, 5059, 5094, 5095, 5099, 5100, 5105, 5107, 5120, 5127, 5128, 5138, 5149, 5155, 5174, 5229, 5244, 5245, 5250, 5275, 5277, 5284, 5289, 5291, 5300, 5320, 5361, 5371, 5403, 5410, 5426, 5429, 5433, 5435, 5453, 5460, 5488, 5498, 5540, 5541, 5543, 5559, 5560, 5562, 5609, 5654, 5664, 5665, 5681, 5688, 5692, 5703, 5705, 5707, 5731, 5840, 5871, 5885, 5898, 5906, 5920, 5971, 6186, 6217, 6258, 6259, 6260, 6262, 6263, 6272, 6275, 6336, 6344, 6347, 7135, 7187, 7331, 7341, 7368, 7369, 7396, 7403, 7410, 7412, 13674, 13965, 14311, 15444, 15951, 15965, 15979]",53.8582608696,76.7417391304,64.572173913,46.544,9.08333333333,2.6,15.0619047619,74.7619047619,0.313043478261,0.0,980.6,0.0
74,74,0,12,22,1942,United Kingdom,Frankfurt,Germany,50.11092,8.682127,"[70, 71, 72, 91, 93, 98, 106, 150, 161, 174, 175, 176, 177, 186, 191, 193, 202, 211, 257, 268, 326, 330, 348, 355, 377, 386, 390, 450, 458, 460, 474, 480, 502, 535, 555, 576, 588, 594, 598, 599, 601, 603, 614, 617, 634, 656, 657, 685, 710, 717, 722, 727, 729, 736, 755, 766, 771, 772, 773, 793, 807, 817, 829, 863, 881, 917, 918, 919, 920, 927, 953, 964, 970, 979, 982, 983, 998, 1032, 1053, 1066, 1072, 1073, 1078, 1079, 1084, 1087, 1093, 1102, 1107, 1146, 1172, 1197, 1214, 1224, 1229, 1238, 1243, 1246, 1254, 1255, 1287, 1297, 1300, 1303, 1327, 1374, 1403, 1411, 1420, 1421, 1424, 1425, 1428, 1440, 1467, 1468, 1504, 1513, 1526, 1580, 1593, 1602, 1619, 1621, 1623, 1638, 1639, 1645, 1691, 1748, 1834, 1863, 1873, 1875, 1886, 1891, 1892, 1920, 1929, 1993, 2000, 2039, 2074, 2080, 2081, 2083, 2088, 2092, 2095, 2151, 2158, 2159, 2167, 2171, 2173, 2174, 2211, 2223, 2264, 2268, 2318, 2323, 2324, 2327, 2331, 2349, 2362, 2385, 2406, 2422, 2480, 2483, 2485, 2486, 2502, 2503, 2522, 2532, 2533, 2536, 2546, 2575, 2597, 2600, 2601, 2618, 2654, 2657, 2665, 2667, 2677, 2680, 2693, 2703, 2717, 2761, 2775, 2790, 2812, 2814, 2821, 2843, 2857, 2879, 2886, 2889, 2925, 2947, 2949, 2968, 2996, 3004, 3007, 3017, 3018, 3028, 3031, 3042, 3056, 3062, 3076, 3096, 3098, 3101, 3135, 3137, 3155, 3164, 3167, 3212, 3227, 3228, 3231, 3246, 3257, 3265, 3268, 3278, 3284, 3287, 3291, 3300, 3313, 3319, 3340, 3348, 3362, 3370, 3402, 3404, 3425, 3432, 3442, 3485, 3486, 3490, 3527, 3540, 3541, 3545, 3565, 3575, 3576, 3590, 3595, 3603, 3605, 3621, 3658, 3659, 3660, 3671, 3672, 3705, 3734, 3744, 3761, 3776, 3777, 3825, 3836, 3924, 3925, 3929, 3939, 4077, 4100, 4127, 4154, 4157, 4160, 4166, 4169, 4177, 4189, 4233, 4287, 4288, 4294, 4300, 4301, 4323, 4330, 4336, 4339, 4343, 4347, 4349, 4364, 4367, 4371, 4377, 4396, 4397, 4401, 4411, 4425, 4433, 4436, 4442, 4445, 4474, 4479, 4480, 4485, 4490, 4517, 4556, 4560, 4571, 4581, 4582, 4586, 4621, 4649, 4651, 4692, 4709, 4719, 4729, 4741, 4763, 4765, 4847, 4887, 4926, 4927, 4928, 4931, 4933, 4978, 4987, 5029, 5032, 5039, 5067, 5094, 5095, 5105, 5107, 5120, 5133, 5149, 5155, 5174, 5244, 5245, 5252, 5275, 5277, 5279, 5284, 5289, 5296, 5300, 5335, 5347, 5361, 5371, 5398, 5403, 5410, 5426, 5429, 5433, 5435, 5453, 5460, 5480, 5488, 5498, 5533, 5540, 5541, 5543, 5559, 5560, 5562, 5568, 5582, 5583, 5609, 5610, 5644, 5654, 5664, 5681, 5692, 5703, 5705, 5707, 5717, 5719, 5840, 5871, 5885, 5898, 5906, 5912, 5920, 5971, 6158, 6186, 6197, 6217, 6259, 6260, 6262, 6264, 6272, 6275, 6305, 6312, 6336, 6337, 6344, 6347, 7099, 7106, 7187, 7330, 7331, 7341, 7367, 7368, 7369, 7374, 7396, 7410, 7412, 13670, 13674, 13675, 13696, 13700, 13713, 13965, 15207, 15444, 15951, 15965, 15979]",33.78,42.815,37.715,32.522,1.49166666667,5.32777777778,5.85882352941,75.9117647059,0.186111111111,0.0,992.8,0.0
75,75,1,1,27,1943,United States,Wilhelmshaven,Germany,53.53234,8.106872,"[44, 78, 102, 172, 185, 243, 294, 326, 327, 342, 368, 553, 554, 588, 592, 614, 617, 619, 642, 643, 645, 648, 691, 699, 701, 702, 703, 704, 705, 760, 769, 848, 850, 865, 891, 954, 963, 1053, 1130, 1172, 1200, 1204, 1219, 1221, 1228, 1246, 1266, 1299, 1378, 1379, 1380, 1451, 1503, 1666, 1667, 1766, 1891, 1892, 1973, 1975, 1981, 1987, 1993, 2014, 2048, 2078, 2115, 2122, 2147, 2173, 2206, 2264, 2297, 2303, 2323, 2324, 2338, 2374, 2429, 2437, 2456, 2464, 2494, 2565, 2689, 2703, 2821, 2861, 2872, 2906, 2907, 2912, 3023, 3028, 3031, 3032, 3044, 3045, 3101, 3222, 3227, 3236, 3254, 3348, 3404, 3537, 3612, 3631, 3639, 3640, 3744, 3753, 3790, 3791, 3815, 3867, 4029, 4038, 4039, 4063, 4100, 4156, 4174, 4275, 4288, 4367, 4371, 4391, 4393, 4401, 4442, 4466, 4468, 4629, 4745, 4841, 4857, 4896, 5014, 5067, 5236, 5252, 5279, 5344, 5480, 5514, 5575, 5640, 5715, 5732, 5821, 5822, 5839, 5930, 6105, 6157, 6159, 6184, 6197, 6337, 7106, 7298, 7367, 7373, 7374, 7427, 13675, 13696, 13776, 13903, 13904, 15526, 16085]",37.4313043478,43.3947826087,40.5773913043,34.93625,1.07857142857,6.94347826087,8.02173913043,92.4347826087,1.43043478261,1.0,1016.55555556,0.173913043478
76,76,1,3,5,1943,United Kingdom,Essen,Germany,51.45564,7.011555,"[3, 44, 78, 98, 150, 161, 186, 211, 326, 330, 342, 348, 355, 386, 390, 450, 458, 480, 535, 553, 554, 555, 598, 599, 601, 603, 617, 642, 643, 645, 691, 699, 717, 727, 736, 743, 766, 793, 817, 829, 865, 917, 918, 919, 920, 927, 953, 963, 964, 979, 1032, 1072, 1073, 1078, 1079, 1084, 1087, 1093, 1201, 1204, 1219, 1221, 1229, 1238, 1246, 1300, 1303, 1327, 1420, 1421, 1424, 1425, 1503, 1513, 1572, 1580, 1590, 1619, 1638, 1639, 1766, 1891, 1892, 1920, 1964, 2000, 2092, 2110, 2147, 2167, 2173, 2211, 2318, 2327, 2338, 2362, 2385, 2422, 2474, 2480, 2483, 2494, 2497, 2601, 2629, 2657, 2665, 2667, 2693, 2717, 2790, 2843, 2872, 2947, 2968, 3004, 3017, 3018, 3023, 3028, 3031, 3042, 3044, 3045, 3062, 3076, 3096, 3098, 3101, 3137, 3155, 3164, 3167, 3212, 3227, 3228, 3236, 3246, 3254, 3274, 3284, 3313, 3320, 3340, 3404, 3442, 3490, 3540, 3541, 3590, 3591, 3595, 3623, 3640, 3658, 3659, 3660, 3753, 3776, 3790, 3791, 3815, 3825, 3867, 3903, 3904, 4029, 4063, 4100, 4127, 4154, 4157, 4174, 4240, 4288, 4301, 4323, 4371, 4396, 4397, 4401, 4411, 4425, 4474, 4508, 4586, 4649, 4692, 4709, 4741, 5014, 5029, 5064, 5099, 5100, 5133, 5236, 5300, 5410, 5433, 5480, 5540, 5541, 5543, 5582, 5583, 5610, 5681, 5692, 5717, 5719, 5821, 5822, 5839, 5871, 5906, 5920, 6159, 6186, 6264, 6337, 6344, 7106, 7330, 7341, 7374, 13670, 13696, 13700, 13713, 14311, 15000, 15963, 15979]",33.7292857143,51.5557142857,41.4885714286,28.4818181818,3.64285714286,5.05714285714,6.20714285714,68.5714285714,0.85,1.0,1006.18947368,0.0
77,77,1,4,13,1943,United States,Bremen,Germany,53.0793,8.801694,"[44, 52, 78, 98, 102, 106, 172, 185, 186, 193, 243, 294, 326, 327, 335, 342, 368, 555, 588, 591, 592, 614, 617, 642, 643, 645, 648, 656, 657, 660, 661, 662, 691, 699, 701, 702, 703, 704, 705, 717, 722, 760, 769, 848, 850, 863, 865, 891, 954, 963, 1032, 1053, 1066, 1091, 1130, 1172, 1200, 1204, 1219, 1221, 1246, 1266, 1297, 1299, 1300, 1303, 1329, 1339, 1378, 1379, 1380, 1451, 1503, 1504, 1666, 1667, 1691, 1736, 1766, 1873, 1891, 1892, 1920, 1929, 1972, 1973, 1975, 1979, 1981, 1986, 1987, 1990, 1993, 2005, 2014, 2039, 2048, 2078, 2115, 2122, 2147, 2173, 2174, 2206, 2264, 2297, 2303, 2306, 2323, 2324, 2338, 2374, 2396, 2422, 2429, 2437, 2456, 2464, 2483, 2502, 2532, 2533, 2536, 2564, 2565, 2609, 2689, 2703, 2717, 2770, 2821, 2857, 2861, 2872, 2889, 2906, 2907, 2912, 2925, 2947, 2961, 3023, 3028, 3031, 3032, 3044, 3045, 3085, 3086, 3088, 3096, 3098, 3101, 3103, 3222, 3227, 3228, 3236, 3254, 3317, 3348, 3370, 3404, 3532, 3537, 3612, 3631, 3639, 3640, 3744, 3753, 3790, 3791, 3815, 3867, 3955, 4029, 4038, 4039, 4063, 4100, 4154, 4156, 4174, 4275, 4288, 4320, 4347, 4364, 4367, 4371, 4391, 4393, 4401, 4442, 4445, 4466, 4468, 4484, 4489, 4571, 4629, 4651, 4656, 4741, 4745, 4765, 4841, 4847, 4857, 4896, 5014, 5067, 5133, 5146, 5165, 5236, 5252, 5279, 5280, 5296, 5344, 5347, 5480, 5490, 5514, 5533, 5568, 5575, 5582, 5583, 5610, 5640, 5644, 5675, 5676, 5715, 5717, 5719, 5732, 5821, 5822, 5839, 5912, 5930, 6093, 6105, 6157, 6159, 6163, 6184, 6197, 6264, 6305, 6337, 7099, 7106, 7298, 7330, 7367, 7374, 7427, 7432, 13675, 13696, 13700, 13713, 13776, 13903, 15207, 15526, 16085]",40.6446153846,60.1215384615,51.08,37.49,5.83333333333,4.9,10.3205128205,82.2564102564,0.0153846153846,0.0,1009.58888889,0.0
80,80,1,5,17,1943,United Kingdom,Dortmund ,Germany,51.51359,7.465298,"[3, 44, 78, 91, 93, 98, 150, 161, 186, 193, 202, 211, 243, 294, 326, 330, 342, 348, 355, 386, 390, 450, 458, 480, 535, 553, 554, 555, 588, 598, 599, 601, 603, 614, 617, 642, 643, 645, 685, 691, 699, 703, 704, 717, 727, 736, 743, 755, 766, 769, 771, 793, 817, 829, 865, 917, 918, 919, 920, 927, 953, 963, 964, 979, 1032, 1053, 1078, 1079, 1084, 1087, 1201, 1204, 1219, 1221, 1229, 1238, 1246, 1287, 1300, 1303, 1327, 1403, 1420, 1421, 1424, 1425, 1503, 1504, 1513, 1572, 1580, 1590, 1593, 1619, 1638, 1639, 1645, 1748, 1766, 1863, 1891, 1892, 1920, 1964, 1993, 2000, 2092, 2110, 2147, 2167, 2173, 2211, 2318, 2327, 2338, 2362, 2385, 2422, 2474, 2480, 2483, 2494, 2497, 2532, 2533, 2536, 2601, 2629, 2657, 2665, 2667, 2693, 2703, 2717, 2790, 2843, 2872, 2947, 2968, 3004, 3017, 3018, 3023, 3028, 3031, 3042, 3044, 3045, 3062, 3096, 3098, 3101, 3137, 3155, 3164, 3167, 3212, 3222, 3227, 3228, 3236, 3246, 3254, 3265, 3284, 3287, 3291, 3300, 3313, 3319, 3320, 3340, 3404, 3442, 3490, 3527, 3540, 3541, 3590, 3591, 3595, 3612, 3623, 3640, 3658, 3659, 3660, 3753, 3776, 3790, 3791, 3815, 3867, 3904, 4029, 4063, 4100, 4127, 4154, 4157, 4174, 4240, 4275, 4288, 4301, 4323, 4371, 4401, 4411, 4442, 4474, 4508, 4560, 4586, 4649, 4692, 4709, 4729, 4741, 5014, 5064, 5099, 5100, 5133, 5236, 5277, 5296, 5300, 5347, 5361, 5410, 5433, 5480, 5540, 5541, 5543, 5568, 5582, 5583, 5610, 5681, 5692, 5715, 5717, 5719, 5821, 5822, 5839, 5871, 5920, 6159, 6186, 6197, 6264, 6337, 6344, 7106, 7187, 7330, 7341, 7374, 7396, 7410, 7412, 13670, 13675, 13696, 13700, 13713, 14311, 15000, 15207, 15963, 15979]",36.8251612903,64.7890322581,53.0774193548,33.275,12.20625,1.31290322581,8.98387096774,67.935483871,0.0,0.0,1013.62,0.0
81,81,1,6,11,1943,United Kingdom,Munster,Germany,51.96066,7.626135,"[3, 44, 78, 91, 93, 98, 102, 161, 172, 186, 193, 202, 211, 243, 294, 326, 327, 342, 348, 386, 390, 458, 480, 535, 553, 554, 555, 588, 598, 599, 601, 603, 614, 617, 619, 642, 643, 645, 691, 699, 701, 702, 703, 704, 705, 717, 743, 766, 769, 771, 817, 829, 865, 891, 927, 963, 964, 979, 1032, 1053, 1078, 1079, 1084, 1087, 1201, 1204, 1219, 1221, 1229, 1238, 1246, 1299, 1300, 1303, 1327, 1403, 1420, 1421, 1424, 1425, 1451, 1503, 1504, 1513, 1572, 1580, 1590, 1593, 1638, 1639, 1645, 1667, 1748, 1766, 1863, 1891, 1892, 1920, 1993, 2000, 2048, 2092, 2110, 2147, 2173, 2211, 2264, 2318, 2323, 2324, 2327, 2338, 2362, 2422, 2456, 2474, 2480, 2483, 2494, 2497, 2532, 2533, 2536, 2601, 2629, 2657, 2665, 2667, 2693, 2703, 2717, 2843, 2861, 2872, 2947, 2968, 3004, 3023, 3028, 3031, 3042, 3044, 3045, 3056, 3062, 3096, 3098, 3101, 3137, 3155, 3164, 3167, 3212, 3222, 3227, 3228, 3236, 3246, 3254, 3300, 3320, 3340, 3404, 3442, 3490, 3527, 3540, 3541, 3590, 3591, 3595, 3612, 3623, 3631, 3639, 3640, 3658, 3659, 3660, 3744, 3753, 3776, 3790, 3791, 3815, 3867, 4029, 4063, 4100, 4127, 4154, 4157, 4174, 4233, 4240, 4275, 4288, 4367, 4371, 4401, 4442, 4479, 4480, 4508, 4560, 4586, 4649, 4692, 4709, 4729, 4741, 4841, 4857, 5014, 5064, 5067, 5133, 5236, 5252, 5277, 5279, 5296, 5300, 5344, 5347, 5361, 5410, 5480, 5540, 5541, 5543, 5568, 5575, 5582, 5583, 5610, 5640, 5715, 5717, 5719, 5821, 5822, 5839, 5912, 5920, 6157, 6159, 6184, 6186, 6197, 6264, 6337, 6344, 7106, 7330, 7341, 7373, 7374, 7396, 7410, 7412, 13670, 13675, 13696, 13700, 13713, 14311, 15000, 15207, 15963, 16085]",53.133125,74.271875,63.741875,48.77,10.1,4.65625,14.9483870968,75.1935483871,0.321875,0.0,1002.41,0.0
82,82,1,6,13,1943,Germany,Bremen,Germany,53.0793,8.801694,"[44, 52, 78, 98, 102, 106, 172, 185, 186, 193, 243, 294, 326, 327, 335, 342, 368, 555, 588, 591, 592, 614, 617, 642, 643, 645, 648, 656, 657, 660, 661, 662, 691, 699, 701, 702, 703, 704, 705, 717, 722, 760, 769, 848, 850, 863, 865, 891, 954, 963, 1032, 1053, 1066, 1091, 1130, 1172, 1200, 1204, 1219, 1221, 1246, 1266, 1297, 1299, 1300, 1303, 1329, 1339, 1378, 1379, 1380, 1451, 1503, 1504, 1666, 1667, 1691, 1736, 1766, 1873, 1891, 1892, 1920, 1929, 1972, 1973, 1975, 1979, 1981, 1986, 1987, 1990, 1993, 2005, 2014, 2039, 2048, 2078, 2115, 2122, 2147, 2173, 2174, 2206, 2264, 2297, 2303, 2306, 2323, 2324, 2338, 2374, 2396, 2422, 2429, 2437, 2456, 2464, 2483, 2502, 2532, 2533, 2536, 2564, 2565, 2609, 2689, 2703, 2717, 2770, 2821, 2857, 2861, 2872, 2889, 2906, 2907, 2912, 2925, 2947, 2961, 3023, 3028, 3031, 3032, 3044, 3045, 3085, 3086, 3088, 3096, 3098, 3101, 3103, 3222, 3227, 3228, 3236, 3254, 3317, 3348, 3370, 3404, 3532, 3537, 3612, 3631, 3639, 3640, 3744, 3753, 3790, 3791, 3815, 3867, 3955, 4029, 4038, 4039, 4063, 4100, 4154, 4156, 4174, 4275, 4288, 4320, 4347, 4364, 4367, 4371, 4391, 4393, 4401, 4442, 4445, 4466, 4468, 4484, 4489, 4571, 4629, 4651, 4656, 4741, 4745, 4765, 4841, 4847, 4857, 4896, 5014, 5067, 5133, 5146, 5165, 5236, 5252, 5279, 5280, 5296, 5344, 5347, 5480, 5490, 5514, 5533, 5568, 5575, 5582, 5583, 5610, 5640, 5644, 5675, 5676, 5715, 5717, 5719, 5732, 5821, 5822, 5839, 5912, 5930, 6093, 6105, 6157, 6159, 6163, 6184, 6197, 6264, 6305, 6337, 7099, 7106, 7298, 7330, 7367, 7374, 7427, 7432, 13675, 13696, 13700, 13713, 13776, 13903, 15207, 15526, 16085]",47.12,66.0626315789,57.2,44.5686956522,10.080952381,3.94615384615,11.0051282051,69.6153846154,0.24358974359,0.0,1002.91851852,0.0
83,83,0,6,26,1943,United States,Regensburg,Germany,49.01343,12.10162,"[61, 73, 116, 125, 132, 142, 151, 154, 169, 175, 176, 177, 217, 221, 222, 231, 232, 282, 283, 284, 320, 321, 361, 365, 379, 508, 526, 550, 570, 578, 606, 652, 729, 807, 833, 840, 851, 853, 856, 867, 888, 970, 982, 983, 991, 1103, 1107, 1154, 1161, 1188, 1197, 1207, 1262, 1270, 1275, 1279, 1280, 1292, 1332, 1357, 1358, 1372, 1374, 1392, 1441, 1473, 1493, 1515, 1522, 1550, 1568, 1583, 1586, 1587, 1612, 1689, 1709, 1721, 1735, 1761, 1762, 1832, 1833, 1834, 1844, 1849, 1886, 1902, 2023, 2069, 2088, 2151, 2160, 2221, 2223, 2226, 2250, 2260, 2261, 2268, 2290, 2302, 2319, 2344, 2360, 2409, 2410, 2417, 2444, 2488, 2503, 2521, 2542, 2543, 2559, 2600, 2618, 2680, 2691, 2700, 2708, 2738, 2750, 2761, 2773, 2780, 2783, 2829, 2830, 2831, 2905, 2915, 2920, 2923, 3034, 3113, 3139, 3147, 3166, 3204, 3211, 3231, 3244, 3245, 3271, 3289, 3307, 3366, 3379, 3382, 3383, 3385, 3388, 3390, 3484, 3485, 3512, 3513, 3565, 3571, 3578, 3605, 3621, 3666, 3667, 3668, 3679, 3694, 3722, 3730, 3735, 3739, 3752, 3836, 3856, 3857, 3875, 3878, 3879, 3883, 3922, 3946, 3974, 3975, 4005, 4018, 4066, 4091, 4104, 4125, 4149, 4222, 4261, 4278, 4280, 4287, 4293, 4318, 4327, 4332, 4354, 4438, 4464, 4471, 4485, 4501, 4505, 4548, 4559, 4576, 4584, 4592, 4597, 4605, 4612, 4621, 4664, 4705, 4706, 4752, 4775, 4818, 4911, 4996, 4997, 5017, 5039, 5046, 5063, 5074, 5075, 5111, 5149, 5185, 5306, 5317, 5335, 5369, 5377, 5397, 5398, 5403, 5404, 5419, 5434, 5440, 5467, 5538, 5654, 5779, 5792, 5797, 5800, 5802, 5856, 5890, 5904, 5941, 6158, 6182, 6196, 6219, 6272, 6304, 6312, 6346, 6347, 7075, 7105, 7319, 7325, 7329, 7331, 7343, 7350, 7368, 7369, 7370, 7394, 7395, 7419, 7424, 7428, 7431, 13710, 13711, 15555, 15926]",49.611875,63.224375,56.3580645161,46.4189473684,3.245,6.76875,12.1285714286,76.8888888889,1.578125,1.0,941.461111111,4.6875
84,84,1,6,20,1943,United Kingdom,Friedrichshafen,Germany,47.66176,9.480011,"[1, 70, 71, 72, 125, 142, 174, 175, 176, 177, 217, 231, 232, 257, 259, 268, 273, 330, 365, 377, 474, 576, 578, 594, 604, 606, 634, 652, 706, 710, 755, 757, 772, 773, 881, 931, 970, 982, 983, 998, 1018, 1072, 1073, 1076, 1093, 1102, 1146, 1161, 1169, 1197, 1214, 1224, 1239, 1243, 1254, 1255, 1276, 1279, 1280, 1346, 1347, 1372, 1428, 1440, 1443, 1447, 1467, 1468, 1473, 1481, 1490, 1492, 1515, 1522, 1550, 1584, 1587, 1602, 1875, 1886, 1902, 2023, 2074, 2080, 2081, 2083, 2088, 2095, 2158, 2159, 2221, 2228, 2244, 2290, 2349, 2352, 2388, 2406, 2409, 2423, 2477, 2485, 2486, 2488, 2521, 2522, 2542, 2543, 2546, 2559, 2575, 2638, 2654, 2677, 2691, 2708, 2712, 2713, 2757, 2761, 2775, 2812, 2814, 2829, 2830, 2879, 2886, 2905, 2923, 2949, 2953, 2996, 3001, 3007, 3016, 3076, 3135, 3139, 3223, 3244, 3245, 3253, 3257, 3268, 3278, 3307, 3362, 3402, 3425, 3432, 3484, 3485, 3486, 3518, 3519, 3565, 3575, 3576, 3603, 3605, 3621, 3666, 3667, 3668, 3671, 3672, 3702, 3705, 3727, 3730, 3734, 3751, 3761, 3777, 3856, 3857, 3922, 3924, 3925, 3927, 3929, 3939, 4018, 4053, 4066, 4077, 4094, 4152, 4160, 4166, 4169, 4175, 4177, 4189, 4278, 4280, 4287, 4294, 4300, 4323, 4330, 4349, 4350, 4386, 4390, 4419, 4429, 4433, 4477, 4517, 4549, 4556, 4557, 4576, 4581, 4582, 4597, 4702, 4703, 4704, 4719, 4837, 4881, 4887, 4926, 4927, 4928, 4931, 4933, 4987, 5047, 5049, 5059, 5094, 5095, 5105, 5107, 5120, 5127, 5128, 5138, 5149, 5155, 5174, 5185, 5229, 5250, 5275, 5284, 5289, 5291, 5320, 5398, 5403, 5426, 5429, 5435, 5440, 5453, 5460, 5538, 5559, 5560, 5562, 5609, 5654, 5664, 5665, 5681, 5688, 5692, 5731, 5792, 5840, 5885, 5890, 5898, 5906, 5971, 6158, 6219, 6258, 6259, 6260, 6262, 6263, 6275, 6312, 6346, 7135, 7319, 7325, 7331, 7369, 7403, 13674, 13965, 15444, 15555, 15951]",49.217,77.081,64.715,48.62,13.34,1.545,14.0421052632,70.3684210526,0.0,0.0,946.415384615,13.0
85,85,1,7,19,1943,United States,Rome,Germany,52.51579,13.39408,"[116, 129, 131, 164, 167, 169, 184, 207, 222, 288, 298, 303, 314, 395, 399, 400, 402, 403, 405, 407, 408, 410, 416, 417, 420, 422, 424, 425, 427, 429, 430, 432, 433, 434, 435, 445, 524, 550, 650, 833, 853, 876, 879, 880, 888, 948, 965, 991, 1000, 1001, 1003, 1047, 1048, 1050, 1051, 1052, 1074, 1106, 1182, 1345, 1426, 1441, 1544, 1552, 1583, 1605, 1612, 1684, 1694, 1709, 1757, 1758, 1759, 1761, 1762, 1803, 1869, 1890, 1957, 1960, 2166, 2225, 2252, 2289, 2302, 2315, 2354, 2436, 2444, 2451, 2475, 2506, 2578, 2621, 2627, 2641, 2701, 2704, 2794, 2796, 2856, 2878, 2928, 2931, 2932, 2951, 2963, 2985, 3015, 3082, 3083, 3126, 3158, 3160, 3166, 3196, 3226, 3234, 3289, 3376, 3426, 3478, 3509, 3552, 3577, 3788, 3811, 3818, 3821, 3883, 3915, 3987, 3988, 4024, 4036, 4079, 4149, 4222, 4271, 4464, 4606, 4612, 4642, 4782, 4977, 4997, 5009, 5024, 5068, 5097, 5109, 5142, 5282, 5349, 5431, 5442, 5463, 5546, 5624, 5629, 5642, 5643, 5663, 5728, 5745, 5750, 5761, 5778, 5779, 5797, 5825, 6086, 6095, 6109, 6110, 6112, 6129, 6170, 6199, 6265, 6273, 6310, 6314, 7244, 7329, 7343, 7351, 7364, 7389, 7393, 7419, 7420, 13711, 14138]",51.8342857143,76.6742857143,65.66,49.4375,9.2,4.89,13.7722222222,68.0526315789,0.0,0.0,990.683333333,0.0
